County,State,Temp,YearRange
Dawson County,Texas,63.0,Lyme Cases 2002-2006
Deaf Smith County,Texas,57.4,Lyme Cases 2002-2006
Delta County,Texas,64.1,Lyme Cases 2002-2006
Denton County,Texas,65.3,Lyme Cases 2002-2006
DeWitt County,Texas,70.0,Lyme Cases 2002-2006
Dickens County,Texas,62.7,Lyme Cases 2002-2006
Dimmit County,Texas,71.5,Lyme Cases 2002-2006
Donley County,Texas,60.4,Lyme Cases 2002-2006
Duval County,Texas,72.5,Lyme Cases 2002-2006
Eastland County,Texas,64.6,Lyme Cases 2002-2006
Ector County,Texas,64.7,Lyme Cases 2002-2006
Edwards County,Texas,65.7,Lyme Cases 2002-2006
Ellis County,Texas,66.3,Lyme Cases 2002-2006
El Paso County,Texas,64.1,Lyme Cases 2002-2006
Erath County,Texas,64.9,Lyme Cases 2002-2006
Falls County,Texas,66.9,Lyme Cases 2002-2006
Fannin County,Texas,63.7,Lyme Cases 2002-2006
Fayette County,Texas,68.7,Lyme Cases 2002-2006
Fisher County,Texas,64.4,Lyme Cases 2002-2006
Floyd County,Texas,60.4,Lyme Cases 2002-2006
Foard County,Texas,63.7,Lyme Cases 2002-2006
Fort Bend County,Texas,70.0,Lyme Cases 2002-2006
Franklin County,Texas,64.5,Lyme Cases 2002-2006
Freestone County,Texas,66.2,Lyme Cases 2002-2006
Frio County,Texas,70.2,Lyme Cases 2002-2006
Gaines County,Texas,62.2,Lyme Cases 2002-2006
Galveston County,Texas,70.1,Lyme Cases 2002-2006
Garza County,Texas,63.5,Lyme Cases 2002-2006
Gillespie County,Texas,65.7,Lyme Cases 2002-2006
Glasscock County,Texas,64.3,Lyme Cases 2002-2006
Goliad County,Texas,71.1,Lyme Cases 2002-2006
Gonzales County,Texas,69.4,Lyme Cases 2002-2006
Gray County,Texas,58.8,Lyme Cases 2002-2006
Grayson County,Texas,64.0,Lyme Cases 2002-2006
Gregg County,Texas,65.7,Lyme Cases 2002-2006
Grimes County,Texas,68.1,Lyme Cases 2002-2006
Guadalupe County,Texas,69.2,Lyme Cases 2002-2006
Hale County,Texas,59.8,Lyme Cases 2002-2006
Hall County,Texas,62.3,Lyme Cases 2002-2006
Hamilton County,Texas,65.3,Lyme Cases 2002-2006
Hansford County,Texas,58.2,Lyme Cases 2002-2006
Hardeman County,Texas,63.1,Lyme Cases 2002-2006
Hardin County,Texas,68.0,Lyme Cases 2002-2006
Harris County,Texas,69.5,Lyme Cases 2002-2006
Harrison County,Texas,65.7,Lyme Cases 2002-2006
Hartley County,Texas,56.7,Lyme Cases 2002-2006
Haskell County,Texas,64.4,Lyme Cases 2002-2006
Hays County,Texas,68.0,Lyme Cases 2002-2006
Hemphill County,Texas,58.9,Lyme Cases 2002-2006
Henderson County,Texas,65.6,Lyme Cases 2002-2006
Hidalgo County,Texas,75.0,Lyme Cases 2002-2006
Hill County,Texas,66.4,Lyme Cases 2002-2006
Hockley County,Texas,60.7,Lyme Cases 2002-2006
Hood County,Texas,65.8,Lyme Cases 2002-2006
Hopkins County,Texas,64.4,Lyme Cases 2002-2006
Houston County,Texas,66.8,Lyme Cases 2002-2006
Howard County,Texas,64.6,Lyme Cases 2002-2006
Hudspeth County,Texas,62.2,Lyme Cases 2002-2006
Hunt County,Texas,64.5,Lyme Cases 2002-2006
Hutchinson County,Texas,59.3,Lyme Cases 2002-2006
Irion County,Texas,64.6,Lyme Cases 2002-2006
Jack County,Texas,64.3,Lyme Cases 2002-2006
Jackson County,Texas,70.3,Lyme Cases 2002-2006
Jasper County,Texas,67.0,Lyme Cases 2002-2006
Jeff Davis County,Texas,61.8,Lyme Cases 2002-2006
Jefferson County,Texas,69.0,Lyme Cases 2002-2006
Jim Hogg County,Texas,73.5,Lyme Cases 2002-2006
Jim Wells County,Texas,72.9,Lyme Cases 2002-2006
Johnson County,Texas,66.1,Lyme Cases 2002-2006
Jones County,Texas,64.7,Lyme Cases 2002-2006
Karnes County,Texas,70.4,Lyme Cases 2002-2006
Kaufman County,Texas,65.5,Lyme Cases 2002-2006
Kendall County,Texas,66.7,Lyme Cases 2002-2006
Kenedy County,Texas,73.8,Lyme Cases 2002-2006
Kent County,Texas,63.8,Lyme Cases 2002-2006
Kerr County,Texas,65.4,Lyme Cases 2002-2006
Kimble County,Texas,65.2,Lyme Cases 2002-2006
King County,Texas,63.6,Lyme Cases 2002-2006
Kinney County,Texas,69.2,Lyme Cases 2002-2006
Kleberg County,Texas,73.3,Lyme Cases 2002-2006
Knox County,Texas,64.2,Lyme Cases 2002-2006
Lamar County,Texas,63.5,Lyme Cases 2002-2006
Lamb County,Texas,59.3,Lyme Cases 2002-2006
Lampasas County,Texas,66.0,Lyme Cases 2002-2006
La Salle County,Texas,71.8,Lyme Cases 2002-2006
Lavaca County,Texas,69.4,Lyme Cases 2002-2006
Lee County,Texas,68.1,Lyme Cases 2002-2006
Leon County,Texas,66.7,Lyme Cases 2002-2006
Liberty County,Texas,68.8,Lyme Cases 2002-2006
Limestone County,Texas,66.4,Lyme Cases 2002-2006
Lipscomb County,Texas,58.2,Lyme Cases 2002-2006
Live Oak County,Texas,71.8,Lyme Cases 2002-2006
Llano County,Texas,66.8,Lyme Cases 2002-2006
Loving County,Texas,65.5,Lyme Cases 2002-2006
Lubbock County,Texas,61.3,Lyme Cases 2002-2006
Lynn County,Texas,62.4,Lyme Cases 2002-2006
McCulloch County,Texas,65.4,Lyme Cases 2002-2006
McLennan County,Texas,66.7,Lyme Cases 2002-2006
McMullen County,Texas,71.5,Lyme Cases 2002-2006
Madison County,Texas,67.4,Lyme Cases 2002-2006
Marion County,Texas,65.5,Lyme Cases 2002-2006
Martin County,Texas,64.1,Lyme Cases 2002-2006
Mason County,Texas,65.9,Lyme Cases 2002-2006
Matagorda County,Texas,70.4,Lyme Cases 2002-2006
Maverick County,Texas,71.2,Lyme Cases 2002-2006
Medina County,Texas,69.0,Lyme Cases 2002-2006
Menard County,Texas,64.8,Lyme Cases 2002-2006
Midland County,Texas,64.8,Lyme Cases 2002-2006
Milam County,Texas,67.3,Lyme Cases 2002-2006
Mills County,Texas,65.3,Lyme Cases 2002-2006
Mitchell County,Texas,64.6,Lyme Cases 2002-2006
Montague County,Texas,63.6,Lyme Cases 2002-2006
Montgomery County,Texas,68.6,Lyme Cases 2002-2006
Moore County,Texas,58.2,Lyme Cases 2002-2006
Morris County,Texas,64.8,Lyme Cases 2002-2006
Motley County,Texas,62.4,Lyme Cases 2002-2006
Nacogdoches County,Texas,66.3,Lyme Cases 2002-2006
Navarro County,Texas,66.3,Lyme Cases 2002-2006
Newton County,Texas,66.8,Lyme Cases 2002-2006
Nolan County,Texas,64.1,Lyme Cases 2002-2006
Nueces County,Texas,73.0,Lyme Cases 2002-2006
Ochiltree County,Texas,58.2,Lyme Cases 2002-2006
Oldham County,Texas,58.1,Lyme Cases 2002-2006
Orange County,Texas,68.3,Lyme Cases 2002-2006
Palo Pinto County,Texas,65.1,Lyme Cases 2002-2006
Panola County,Texas,66.0,Lyme Cases 2002-2006
Parker County,Texas,65.1,Lyme Cases 2002-2006
Parmer County,Texas,57.9,Lyme Cases 2002-2006
Pecos County,Texas,65.5,Lyme Cases 2002-2006
Polk County,Texas,67.6,Lyme Cases 2002-2006
Potter County,Texas,58.7,Lyme Cases 2002-2006
Presidio County,Texas,65.3,Lyme Cases 2002-2006
Rains County,Texas,64.7,Lyme Cases 2002-2006
Randall County,Texas,58.2,Lyme Cases 2002-2006
Reagan County,Texas,64.6,Lyme Cases 2002-2006
Real County,Texas,65.7,Lyme Cases 2002-2006
Red River County,Texas,63.5,Lyme Cases 2002-2006
Reeves County,Texas,65.6,Lyme Cases 2002-2006
Refugio County,Texas,71.5,Lyme Cases 2002-2006
Roberts County,Texas,59.0,Lyme Cases 2002-2006
Robertson County,Texas,67.1,Lyme Cases 2002-2006
Rockwall County,Texas,65.2,Lyme Cases 2002-2006
Runnels County,Texas,65.0,Lyme Cases 2002-2006
Rusk County,Texas,65.8,Lyme Cases 2002-2006
Sabine County,Texas,66.1,Lyme Cases 2002-2006
San Augustine County,Texas,66.3,Lyme Cases 2002-2006
San Jacinto County,Texas,68.1,Lyme Cases 2002-2006
San Patricio County,Texas,72.4,Lyme Cases 2002-2006
San Saba County,Texas,65.9,Lyme Cases 2002-2006
Schleicher County,Texas,64.6,Lyme Cases 2002-2006
Scurry County,Texas,63.9,Lyme Cases 2002-2006
Shackelford County,Texas,64.6,Lyme Cases 2002-2006
Shelby County,Texas,65.9,Lyme Cases 2002-2006
Sherman County,Texas,57.3,Lyme Cases 2002-2006
Smith County,Texas,65.3,Lyme Cases 2002-2006
Somervell County,Texas,66.0,Lyme Cases 2002-2006
Starr County,Texas,74.7,Lyme Cases 2002-2006
Stephens County,Texas,64.8,Lyme Cases 2002-2006
Sterling County,Texas,64.4,Lyme Cases 2002-2006
Stonewall County,Texas,64.1,Lyme Cases 2002-2006
Sutton County,Texas,65.2,Lyme Cases 2002-2006
Swisher County,Texas,59.0,Lyme Cases 2002-2006
Tarrant County,Texas,66.2,Lyme Cases 2002-2006
Taylor County,Texas,64.3,Lyme Cases 2002-2006
Terrell County,Texas,67.2,Lyme Cases 2002-2006
Terry County,Texas,61.7,Lyme Cases 2002-2006
Throckmorton County,Texas,64.6,Lyme Cases 2002-2006
Titus County,Texas,64.4,Lyme Cases 2002-2006
Tom Green County,Texas,65.1,Lyme Cases 2002-2006
Travis County,Texas,68.1,Lyme Cases 2002-2006
Trinity County,Texas,67.2,Lyme Cases 2002-2006
Tyler County,Texas,67.2,Lyme Cases 2002-2006
Upshur County,Texas,65.2,Lyme Cases 2002-2006
Upton County,Texas,65.8,Lyme Cases 2002-2006
Uvalde County,Texas,68.6,Lyme Cases 2002-2006
Val Verde County,Texas,68.4,Lyme Cases 2002-2006
Van Zandt County,Texas,65.0,Lyme Cases 2002-2006
Victoria County,Texas,70.6,Lyme Cases 2002-2006
Walker County,Texas,67.9,Lyme Cases 2002-2006
Waller County,Texas,69.0,Lyme Cases 2002-2006
Ward County,Texas,66.4,Lyme Cases 2002-2006
Washington County,Texas,68.6,Lyme Cases 2002-2006
Webb County,Texas,72.7,Lyme Cases 2002-2006
Wharton County,Texas,70.0,Lyme Cases 2002-2006
Wheeler County,Texas,59.6,Lyme Cases 2002-2006
Wichita County,Texas,63.8,Lyme Cases 2002-2006
Wilbarger County,Texas,63.7,Lyme Cases 2002-2006
Willacy County,Texas,74.5,Lyme Cases 2002-2006
Williamson County,Texas,67.5,Lyme Cases 2002-2006
Wilson County,Texas,69.9,Lyme Cases 2002-2006
Winkler County,Texas,65.1,Lyme Cases 2002-2006
Wise County,Texas,64.7,Lyme Cases 2002-2006
Wood County,Texas,64.8,Lyme Cases 2002-2006
Yoakum County,Texas,60.9,Lyme Cases 2002-2006
Young County,Texas,64.5,Lyme Cases 2002-2006
Zapata County,Texas,74.2,Lyme Cases 2002-2006
Zavala County,Texas,70.6,Lyme Cases 2002-2006
Beaver County,Utah,49.8,Lyme Cases 2002-2006
Box Elder County,Utah,48.5,Lyme Cases 2002-2006
Cache County,Utah,44.0,Lyme Cases 2002-2006
Carbon County,Utah,45.4,Lyme Cases 2002-2006
Daggett County,Utah,42.6,Lyme Cases 2002-2006
Davis County,Utah,49.8,Lyme Cases 2002-2006
Duchesne County,Utah,42.2,Lyme Cases 2002-2006
Emery County,Utah,51.4,Lyme Cases 2002-2006
Garfield County,Utah,49.4,Lyme Cases 2002-2006
Grand County,Utah,52.1,Lyme Cases 2002-2006
Iron County,Utah,49.6,Lyme Cases 2002-2006
Juab County,Utah,50.8,Lyme Cases 2002-2006
Kane County,Utah,53.1,Lyme Cases 2002-2006
Millard County,Utah,51.5,Lyme Cases 2002-2006
Morgan County,Utah,44.3,Lyme Cases 2002-2006
Piute County,Utah,44.4,Lyme Cases 2002-2006
Rich County,Utah,40.8,Lyme Cases 2002-2006
Salt Lake County,Utah,49.5,Lyme Cases 2002-2006
San Juan County,Utah,53.9,Lyme Cases 2002-2006
Sanpete County,Utah,44.6,Lyme Cases 2002-2006
Sevier County,Utah,45.5,Lyme Cases 2002-2006
Summit County,Utah,39.5,Lyme Cases 2002-2006
Tooele County,Utah,51.5,Lyme Cases 2002-2006
Uintah County,Utah,46.8,Lyme Cases 2002-2006
Utah County,Utah,47.3,Lyme Cases 2002-2006
Wasatch County,Utah,41.7,Lyme Cases 2002-2006
Washington County,Utah,56.8,Lyme Cases 2002-2006
Wayne County,Utah,52.1,Lyme Cases 2002-2006
Weber County,Utah,46.5,Lyme Cases 2002-2006
Addison County,Vermont,44.4,Lyme Cases 2002-2006
Bennington County,Vermont,43.1,Lyme Cases 2002-2006
Caledonia County,Vermont,41.8,Lyme Cases 2002-2006
Chittenden County,Vermont,44.4,Lyme Cases 2002-2006
Essex County,Vermont,40.8,Lyme Cases 2002-2006
Franklin County,Vermont,43.9,Lyme Cases 2002-2006
Grand Isle County,Vermont,45.7,Lyme Cases 2002-2006
Lamoille County,Vermont,41.9,Lyme Cases 2002-2006
Orange County,Vermont,42.8,Lyme Cases 2002-2006
Orleans County,Vermont,41.5,Lyme Cases 2002-2006
Rutland County,Vermont,43.7,Lyme Cases 2002-2006
Washington County,Vermont,42.2,Lyme Cases 2002-2006
Windham County,Vermont,44.3,Lyme Cases 2002-2006
Windsor County,Vermont,43.7,Lyme Cases 2002-2006
Accomack County,Virginia,58.0,Lyme Cases 2002-2006
Albemarle County,Virginia,56.1,Lyme Cases 2002-2006
Alleghany County,Virginia,53.5,Lyme Cases 2002-2006
Amelia County,Virginia,57.8,Lyme Cases 2002-2006
Amherst County,Virginia,55.5,Lyme Cases 2002-2006
Appomattox County,Virginia,56.3,Lyme Cases 2002-2006
Arlington County,Virginia,56.5,Lyme Cases 2002-2006
Augusta County,Virginia,52.9,Lyme Cases 2002-2006
Bath County,Virginia,52.5,Lyme Cases 2002-2006
Bedford County,Virginia,56.2,Lyme Cases 2002-2006
Bland County,Virginia,52.1,Lyme Cases 2002-2006
Botetourt County,Virginia,55.4,Lyme Cases 2002-2006
Brunswick County,Virginia,58.5,Lyme Cases 2002-2006
Buchanan County,Virginia,54.5,Lyme Cases 2002-2006
Buckingham County,Virginia,56.8,Lyme Cases 2002-2006
Campbell County,Virginia,56.1,Lyme Cases 2002-2006
Caroline County,Virginia,57.3,Lyme Cases 2002-2006
Carroll County,Virginia,53.0,Lyme Cases 2002-2006
Charles City County,Virginia,59.5,Lyme Cases 2002-2006
Charlotte County,Virginia,56.7,Lyme Cases 2002-2006
Chesterfield County,Virginia,58.4,Lyme Cases 2002-2006
Clarke County,Virginia,54.1,Lyme Cases 2002-2006
Craig County,Virginia,53.4,Lyme Cases 2002-2006
Culpeper County,Virginia,55.6,Lyme Cases 2002-2006
Cumberland County,Virginia,57.2,Lyme Cases 2002-2006
Dickenson County,Virginia,54.4,Lyme Cases 2002-2006
Dinwiddie County,Virginia,58.5,Lyme Cases 2002-2006
Essex County,Virginia,58.1,Lyme Cases 2002-2006
Fairfax County,Virginia,56.2,Lyme Cases 2002-2006
Fauquier County,Virginia,55.0,Lyme Cases 2002-2006
Floyd County,Virginia,52.3,Lyme Cases 2002-2006
Fluvanna County,Virginia,56.8,Lyme Cases 2002-2006
Franklin County,Virginia,56.3,Lyme Cases 2002-2006
Frederick County,Virginia,53.4,Lyme Cases 2002-2006
Giles County,Virginia,52.6,Lyme Cases 2002-2006
Gloucester County,Virginia,59.3,Lyme Cases 2002-2006
Goochland County,Virginia,57.1,Lyme Cases 2002-2006
Grayson County,Virginia,50.9,Lyme Cases 2002-2006
Greene County,Virginia,54.7,Lyme Cases 2002-2006
Greensville County,Virginia,59.1,Lyme Cases 2002-2006
Halifax County,Virginia,57.2,Lyme Cases 2002-2006
Hanover County,Virginia,57.7,Lyme Cases 2002-2006
Henrico County,Virginia,58.5,Lyme Cases 2002-2006
Henry County,Virginia,57.4,Lyme Cases 2002-2006
Highland County,Virginia,49.6,Lyme Cases 2002-2006
Isle of Wight County,Virginia,59.8,Lyme Cases 2002-2006
James City County,Virginia,59.6,Lyme Cases 2002-2006
King and Queen County,Virginia,58.5,Lyme Cases 2002-2006
King George County,Virginia,57.5,Lyme Cases 2002-2006
King William County,Virginia,58.4,Lyme Cases 2002-2006
Lancaster County,Virginia,58.5,Lyme Cases 2002-2006
Lee County,Virginia,55.7,Lyme Cases 2002-2006
Loudoun County,Virginia,54.9,Lyme Cases 2002-2006
Louisa County,Virginia,56.4,Lyme Cases 2002-2006
Lunenburg County,Virginia,57.6,Lyme Cases 2002-2006
Madison County,Virginia,54.3,Lyme Cases 2002-2006
Mathews County,Virginia,59.2,Lyme Cases 2002-2006
Mecklenburg County,Virginia,58.1,Lyme Cases 2002-2006
Middlesex County,Virginia,58.8,Lyme Cases 2002-2006
Montgomery County,Virginia,53.8,Lyme Cases 2002-2006
Nelson County,Virginia,55.2,Lyme Cases 2002-2006
New Kent County,Virginia,58.9,Lyme Cases 2002-2006
Northampton County,Virginia,59.0,Lyme Cases 2002-2006
Northumberland County,Virginia,58.0,Lyme Cases 2002-2006
Nottoway County,Virginia,57.7,Lyme Cases 2002-2006
Orange County,Virginia,56.0,Lyme Cases 2002-2006
Page County,Virginia,53.1,Lyme Cases 2002-2006
Patrick County,Virginia,55.8,Lyme Cases 2002-2006
Pittsylvania County,Virginia,57.1,Lyme Cases 2002-2006
Powhatan County,Virginia,57.5,Lyme Cases 2002-2006
Prince Edward County,Virginia,56.9,Lyme Cases 2002-2006
Prince George County,Virginia,59.4,Lyme Cases 2002-2006
Prince William County,Virginia,56.2,Lyme Cases 2002-2006
Pulaski County,Virginia,53.4,Lyme Cases 2002-2006
Rappahannock County,Virginia,53.8,Lyme Cases 2002-2006
Richmond County,Virginia,58.2,Lyme Cases 2002-2006
Roanoke County,Virginia,55.5,Lyme Cases 2002-2006
Rockbridge County,Virginia,54.4,Lyme Cases 2002-2006
Rockingham County,Virginia,52.9,Lyme Cases 2002-2006
Russell County,Virginia,54.0,Lyme Cases 2002-2006
Scott County,Virginia,55.9,Lyme Cases 2002-2006
Shenandoah County,Virginia,53.3,Lyme Cases 2002-2006
Smyth County,Virginia,52.3,Lyme Cases 2002-2006
Southampton County,Virginia,59.3,Lyme Cases 2002-2006
Spotsylvania County,Virginia,56.3,Lyme Cases 2002-2006
Stafford County,Virginia,56.5,Lyme Cases 2002-2006
Surry County,Virginia,59.6,Lyme Cases 2002-2006
Sussex County,Virginia,59.1,Lyme Cases 2002-2006
Tazewell County,Virginia,52.0,Lyme Cases 2002-2006
Warren County,Virginia,53.7,Lyme Cases 2002-2006
Washington County,Virginia,54.6,Lyme Cases 2002-2006
Westmoreland County,Virginia,57.9,Lyme Cases 2002-2006
Wise County,Virginia,53.6,Lyme Cases 2002-2006
Wythe County,Virginia,52.6,Lyme Cases 2002-2006
York County,Virginia,59.8,Lyme Cases 2002-2006
Alexandria City,Virginia,56.9,Lyme Cases 2002-2006
Bristol City,Virginia,56.1,Lyme Cases 2002-2006
Buena Vista City,Virginia,55.6,Lyme Cases 2002-2006
Charlottesville City,Virginia,56.8,Lyme Cases 2002-2006
Chesapeake City,Virginia,60.0,Lyme Cases 2002-2006
Colonial Heights City,Virginia,59.1,Lyme Cases 2002-2006
Covington City,Virginia,55.3,Lyme Cases 2002-2006
Danville City,Virginia,58.3,Lyme Cases 2002-2006
Emporia City,Virginia,59.2,Lyme Cases 2002-2006
Fairfax City,Virginia,55.8,Lyme Cases 2002-2006
Falls Church City,Virginia,55.9,Lyme Cases 2002-2006
Franklin City,Virginia,59.4,Lyme Cases 2002-2006
Fredericksburg City,Virginia,56.5,Lyme Cases 2002-2006
Galax City,Virginia,52.9,Lyme Cases 2002-2006
Hampton City,Virginia,60.2,Lyme Cases 2002-2006
Harrisonburg City,Virginia,54.0,Lyme Cases 2002-2006
Hopewell City,Virginia,59.4,Lyme Cases 2002-2006
Lynchburg City,Virginia,56.3,Lyme Cases 2002-2006
Manassas City,Virginia,56.2,Lyme Cases 2002-2006
Manassas Park City,Virginia,56.1,Lyme Cases 2002-2006
Martinsville City,Virginia,57.4,Lyme Cases 2002-2006
Newport News City,Virginia,60.1,Lyme Cases 2002-2006
Norfolk City,Virginia,60.6,Lyme Cases 2002-2006
Norton City,Virginia,53.6,Lyme Cases 2002-2006
Petersburg City,Virginia,59.0,Lyme Cases 2002-2006
Poquoson City,Virginia,60.0,Lyme Cases 2002-2006
Portsmouth City,Virginia,60.7,Lyme Cases 2002-2006
Radford City,Virginia,53.9,Lyme Cases 2002-2006
Richmond City,Virginia,58.4,Lyme Cases 2002-2006
Roanoke City,Virginia,57.0,Lyme Cases 2002-2006
Salem City,Virginia,56.8,Lyme Cases 2002-2006
Staunton City,Virginia,53.9,Lyme Cases 2002-2006
Suffolk City,Virginia,59.8,Lyme Cases 2002-2006
Virginia Beach City,Virginia,60.3,Lyme Cases 2002-2006
Waynesboro City,Virginia,54.4,Lyme Cases 2002-2006
Williamsburg City,Virginia,59.5,Lyme Cases 2002-2006
Winchester City,Virginia,53.8,Lyme Cases 2002-2006
Adams County,Washington,50.0,Lyme Cases 2002-2006
Asotin County,Washington,49.0,Lyme Cases 2002-2006
Benton County,Washington,53.2,Lyme Cases 2002-2006
Chelan County,Washington,43.7,Lyme Cases 2002-2006
Clallam County,Washington,47.8,Lyme Cases 2002-2006
Clark County,Washington,52.5,Lyme Cases 2002-2006
Columbia County,Washington,48.7,Lyme Cases 2002-2006
Cowlitz County,Washington,50.2,Lyme Cases 2002-2006
Douglas County,Washington,48.7,Lyme Cases 2002-2006
Ferry County,Washington,43.7,Lyme Cases 2002-2006
Franklin County,Washington,52.5,Lyme Cases 2002-2006
Garfield County,Washington,49.0,Lyme Cases 2002-2006
Grant County,Washington,51.1,Lyme Cases 2002-2006
Grays Harbor County,Washington,50.4,Lyme Cases 2002-2006
Island County,Washington,51.3,Lyme Cases 2002-2006
Jefferson County,Washington,46.1,Lyme Cases 2002-2006
King County,Washington,48.1,Lyme Cases 2002-2006
Kitsap County,Washington,51.8,Lyme Cases 2002-2006
Kittitas County,Washington,45.8,Lyme Cases 2002-2006
Klickitat County,Washington,49.3,Lyme Cases 2002-2006
Lewis County,Washington,48.1,Lyme Cases 2002-2006
Lincoln County,Washington,47.6,Lyme Cases 2002-2006
Mason County,Washington,49.3,Lyme Cases 2002-2006
Okanogan County,Washington,43.5,Lyme Cases 2002-2006
Pacific County,Washington,50.7,Lyme Cases 2002-2006
Pend Oreille County,Washington,42.8,Lyme Cases 2002-2006
Pierce County,Washington,47.3,Lyme Cases 2002-2006
San Juan County,Washington,51.1,Lyme Cases 2002-2006
Skagit County,Washington,46.6,Lyme Cases 2002-2006
Skamania County,Washington,46.0,Lyme Cases 2002-2006
Snohomish County,Washington,47.0,Lyme Cases 2002-2006
Spokane County,Washington,47.3,Lyme Cases 2002-2006
Stevens County,Washington,45.7,Lyme Cases 2002-2006
Thurston County,Washington,51.4,Lyme Cases 2002-2006
Wahkiakum County,Washington,50.6,Lyme Cases 2002-2006
Walla Walla County,Washington,53.2,Lyme Cases 2002-2006
Whatcom County,Washington,45.0,Lyme Cases 2002-2006
Whitman County,Washington,49.6,Lyme Cases 2002-2006
Yakima County,Washington,47.1,Lyme Cases 2002-2006
Barbour County,West Virginia,51.9,Lyme Cases 2002-2006
Berkeley County,West Virginia,53.7,Lyme Cases 2002-2006
Boone County,West Virginia,55.1,Lyme Cases 2002-2006
Braxton County,West Virginia,54.3,Lyme Cases 2002-2006
Brooke County,West Virginia,52.0,Lyme Cases 2002-2006
Cabell County,West Virginia,55.9,Lyme Cases 2002-2006
Calhoun County,West Virginia,54.4,Lyme Cases 2002-2006
Clay County,West Virginia,54.7,Lyme Cases 2002-2006
Doddridge County,West Virginia,53.4,Lyme Cases 2002-2006
Fayette County,West Virginia,52.8,Lyme Cases 2002-2006
Gilmer County,West Virginia,54.3,Lyme Cases 2002-2006
Grant County,West Virginia,50.9,Lyme Cases 2002-2006
Greenbrier County,West Virginia,50.6,Lyme Cases 2002-2006
Hampshire County,West Virginia,52.9,Lyme Cases 2002-2006
Hancock County,West Virginia,51.7,Lyme Cases 2002-2006
Hardy County,West Virginia,51.9,Lyme Cases 2002-2006
Harrison County,West Virginia,53.0,Lyme Cases 2002-2006
Jackson County,West Virginia,54.7,Lyme Cases 2002-2006
Jefferson County,West Virginia,54.2,Lyme Cases 2002-2006
Kanawha County,West Virginia,55.4,Lyme Cases 2002-2006
Lewis County,West Virginia,53.7,Lyme Cases 2002-2006
Lincoln County,West Virginia,56.1,Lyme Cases 2002-2006
Logan County,West Virginia,55.5,Lyme Cases 2002-2006
McDowell County,West Virginia,54.2,Lyme Cases 2002-2006
Marion County,West Virginia,52.5,Lyme Cases 2002-2006
Marshall County,West Virginia,52.4,Lyme Cases 2002-2006
Mason County,West Virginia,55.1,Lyme Cases 2002-2006
Mercer County,West Virginia,52.5,Lyme Cases 2002-2006
Mineral County,West Virginia,53.1,Lyme Cases 2002-2006
Mingo County,West Virginia,56.0,Lyme Cases 2002-2006
Monongalia County,West Virginia,52.1,Lyme Cases 2002-2006
Monroe County,West Virginia,52.6,Lyme Cases 2002-2006
Morgan County,West Virginia,53.2,Lyme Cases 2002-2006
Nicholas County,West Virginia,52.1,Lyme Cases 2002-2006
Ohio County,West Virginia,52.0,Lyme Cases 2002-2006
Pendleton County,West Virginia,50.0,Lyme Cases 2002-2006
Pleasants County,West Virginia,53.5,Lyme Cases 2002-2006
Pocahontas County,West Virginia,47.9,Lyme Cases 2002-2006
Preston County,West Virginia,50.0,Lyme Cases 2002-2006
Putnam County,West Virginia,55.6,Lyme Cases 2002-2006
Raleigh County,West Virginia,52.4,Lyme Cases 2002-2006
Randolph County,West Virginia,48.4,Lyme Cases 2002-2006
Ritchie County,West Virginia,53.8,Lyme Cases 2002-2006
Roane County,West Virginia,54.6,Lyme Cases 2002-2006
Summers County,West Virginia,53.2,Lyme Cases 2002-2006
Taylor County,West Virginia,52.5,Lyme Cases 2002-2006
Tucker County,West Virginia,48.2,Lyme Cases 2002-2006
Tyler County,West Virginia,53.4,Lyme Cases 2002-2006
Upshur County,West Virginia,52.2,Lyme Cases 2002-2006
Wayne County,West Virginia,55.9,Lyme Cases 2002-2006
Webster County,West Virginia,50.9,Lyme Cases 2002-2006
Wetzel County,West Virginia,52.7,Lyme Cases 2002-2006
Wirt County,West Virginia,54.2,Lyme Cases 2002-2006
Wood County,West Virginia,54.2,Lyme Cases 2002-2006
Wyoming County,West Virginia,53.9,Lyme Cases 2002-2006
Adams County,Wisconsin,45.9,Lyme Cases 2002-2006
Ashland County,Wisconsin,41.3,Lyme Cases 2002-2006
Barron County,Wisconsin,43.4,Lyme Cases 2002-2006
Bayfield County,Wisconsin,41.3,Lyme Cases 2002-2006
Brown County,Wisconsin,45.4,Lyme Cases 2002-2006
Buffalo County,Wisconsin,46.1,Lyme Cases 2002-2006
Burnett County,Wisconsin,43.4,Lyme Cases 2002-2006
Calumet County,Wisconsin,45.9,Lyme Cases 2002-2006
Chippewa County,Wisconsin,44.1,Lyme Cases 2002-2006
Clark County,Wisconsin,43.8,Lyme Cases 2002-2006
Columbia County,Wisconsin,47.0,Lyme Cases 2002-2006
Crawford County,Wisconsin,47.6,Lyme Cases 2002-2006
Dane County,Wisconsin,47.6,Lyme Cases 2002-2006
Dodge County,Wisconsin,47.0,Lyme Cases 2002-2006
Door County,Wisconsin,44.7,Lyme Cases 2002-2006
Douglas County,Wisconsin,41.6,Lyme Cases 2002-2006
Dunn County,Wisconsin,44.9,Lyme Cases 2002-2006
Eau Claire County,Wisconsin,44.9,Lyme Cases 2002-2006
Florence County,Wisconsin,41.2,Lyme Cases 2002-2006
